Iteration,CycleDate,TransactionName,TestCaseID,Date,RowType,Status,Message,FieldName,ExpectedValue,ActualValue
"Cycle1","12/29/2017","ChecksEntry","SC5_1","2024/10/11 07:01:46:0485","ChecksEntry_1","PASS","Values Matched","ActMsg","CLOSE THIS DEPOSIT","ARE YOU SURE YOU WANT TO CLOSE THIS DEPOSIT?"
